ZIP,YEAR,AMPUTATIONS
33706,2017,*
33706,2018,*
33706,2019,*
33706,2020,*
33706,2016,*
35111,2020,*
34224,2017,*
34224,2018,6
34224,2019,*
34224,2020,5
34224,2016,6
34108,2017,*
34108,2018,*
34108,2019,*
34108,2020,*
34108,2016,*
34210,2017,*
34210,2018,*
34210,2019,5
34210,2020,5
34210,2016,*
33146,2017,*
33146,2018,*
33146,2020,*
33146,2016,*
32055,2017,10
32055,2018,18
32055,2019,15
32055,2020,15
32055,2016,14
34950,2017,16
34950,2018,18
34950,2019,27
34950,2020,29
34950,2016,25
33182,2017,*
33182,2018,7
33182,2019,*
33182,2020,*
33182,2016,*
32922,2017,12
32922,2018,15
32922,2019,10
32922,2020,17
32922,2016,7
33777,2017,8
33777,2018,5
33777,2019,16
33777,2020,9
33777,2016,12
33066,2017,*
33066,2018,6
33066,2019,6
33066,2020,6
33066,2016,5
33616,2017,*
33616,2018,10
33616,2019,5
33616,2020,8
33616,2016,*
32766,2017,6
32766,2018,9
32766,2020,5
32766,2016,*
33898,2017,10
33898,2018,22
33898,2019,14
33898,2020,*
33898,2016,9
33704,2017,7
33704,2018,8
33704,2019,6
33704,2020,*
33704,2016,*
34117,2017,*
34117,2018,8
34117,2019,*
34117,2020,10
34117,2016,*
34951,2017,8
34951,2018,7
34951,2019,17
34951,2020,7
34951,2016,*
33948,2017,*
33948,2018,10
33948,2019,11
33948,2020,9
33948,2016,*
33534,2017,15
33534,2018,16
33534,2019,10
33534,2020,16
33534,2016,12
34474,2017,9
34474,2018,9
34474,2019,6
34474,2020,14
34474,2016,8
33973,2017,11
33973,2018,8
33973,2019,5
33973,2020,6
33973,2016,*
